FacilityName,URL,Address,Phone,LastInspectionDate
DA HICKORY HOUSE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037318,2790 SEAGLASS WY OXNARD  CA 93036,805-278-1444,02/27/2019
DAIRY QUEEN OF OXNARD,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036701,1941 N ROSE AVE OXNARD  CA 93030,805-485-7899,01/08/2019
DANNY'S CANDY,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036951,4000 S ROSE AVE OXNARD  CA 93030,323-216-1613,04/29/2018
DANNY'S ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0029515,1664 S OXNARD BLVD OXNARD  CA 93030,805-247-1891,09/10/2018
DANS ICE CREAM & MUNCHIES,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030689,921 RICHMOND AVE OXNARD  CA 93030,805-797-9899,04/30/2018
DANS ICE CREAM & MUNCHIES,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0028811,921 RICHMOND AVE OXNARD  CA 93030,805-797-9899,11/19/2018
DD'S DISCOUNTS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0029382,2425 SAVIERS RD OXNARD  CA 93030,805-240-2017,10/19/2018
DD'S DISCOUNTS #5272,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033956,816 N VENTURA RD OXNARD  CA 93030,805-485-9156,11/20/2018
DE LA PAZ KETTLE CORN,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033507,1031 OUTSAIL LN OXNARD  CA 93035,805-861-8343,09/08/2018
DEL NORTE SHELL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034218,200 DEL NORTE BLVD OXNARD  CA 93030,805-981-8250,10/03/2018
DEL RIO DISCOUNT STORE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036813,324 W PLEASANT VALLEY RD OXNARD  CA 93033,805-271-8291,04/20/2018
DEL TACO #113,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0001327,601 S VENTURA RD OXNARD  CA 93030,,01/22/2019
DEL TACO #868,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004361,2000 N ROSE AVE OXNARD  CA 93036,805-988-7500,04/25/2018
DEL'S PIZZA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0032399,620 S OXNARD BLVD OXNARD  CA 93030,805-483-0079,02/26/2019
DELICIAS EXPRESS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031020,4942 S C ST OXNARD  CA 93033,805-814-8888,11/06/2018
DENNY'S #6774,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0025165,1255 N OXNARD BLVD OXNARD  CA 93030,805-604-9455,02/05/2019
DICK'S SPORTING GOODS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030693,231 W ESPLANADE DR OXNARD  CA 93036,805-973-1260,10/17/2016
DIOS ES EL AUTOR,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0027509,580 E THIRD ST OXNARD  CA 93030,805-236-0140,03/12/2019
DM CATERING,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035781,921 RICHMOND AVE OXNARD  CA 93030,805-760-1007,01/28/2019
DOC'S BEER & WINE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035292,521 S C ST OXNARD  CA 93030,805-486-8303,12/20/2018
DOC'S BEER & WINE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0060123,145 E PLEASANT VALLEY RD OXNARD  CA 93033,805-488-8877,12/10/2018
DOC'S BEER & WINE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0060114,145 E PLEASANT VALLEY RD OXNARD  CA 93033,805-488-8877,12/10/2018
DOC'S LIQUOR & MARKET,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0001427,2195 E CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-487-9607,04/01/2019
DOC'S MEAT MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0050478,2141 E CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-487-9966,04/01/2019
DOC'S MEAT MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0050479,2141 E CHANNEL ISLANDS BLVD OXNARD  CA 93033,805-487-9966,02/25/2019
DOC'S MEAT MARKET #2,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0057098,630 S C ST OXNARD  CA 93030,805-483-5993,11/30/2018
DOC'S MEAT MARKET #2,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0057097,630 S C ST OXNARD  CA 93030,805-483-5993,11/30/2018
DOC'S MEAT MARKET #2,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0057099,630 S C ST OXNARD  CA 93030,805-483-5993,11/30/2018
DOLCE VITA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037469,201 E 4TH ST OXNARD  CA 93030,805-746-5009,11/15/2018
DOLLAR TREE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0027788,150 LAUREL ST OXNARD  CA 93033,805-487-3162,10/01/2018
DOLLAR TREE #2237,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0008393,838 N VENTURA RD OXNARD  CA 93036,805-981-0002,11/02/2018
DOMINICKS ITALIAN RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0004692,477 N OXNARD BLVD OXNARD  CA 93030,,07/25/2018
DOMINICKS ITALIAN RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0001353,477 N OXNARD BLVD OXNARD  CA 93030,,07/25/2018
DOMINO'S PIZZA #7862,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033203,1137 S OXNARD BLVD OXNARD  CA 93033,805-487-5363,04/13/2018
DOMINO'S PIZZA #8307,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0020374,2581 E VINEYARD AVE OXNARD  CA 93036,805-650-9946,09/27/2018
DOMINO'S PIZZA #8344,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021515,460 W PLEASANT VALLEY RD OXNARD  CA 93030,805-650-9946,03/29/2019
DON TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034075,2557 CORTEZ ST OXNARD  CA 93036,805-819-1755,04/30/2018
DOWNTOWN EXPRESS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031739,512 S OXNARD BLVD OXNARD  CA 93030,805-487-9976,03/07/2019
DOWNTOWN OXNARD FARMER'S MARKET,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033581,230 W SEVENTH ST OXNARD  CA 93030,805-407-4449,08/23/2018
DRIFFILL SCHOOL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0000166,910 S E ST OXNARD  CA 93030,,02/21/2019
DUDE'S DOG'S,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036147,400 S ROSE AVE OXNARD  CA 93030,805-797-3162,05/15/2018
DUDE'S DOGS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004718,921 RICHMOND AVE OXNARD  CA 93030,805-797-3162,04/06/2018
DUDE'S DOGS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0029184,921 RICHMOND AVE OXNARD  CA 93030,805-797-3162,05/30/2017
DUKE'S LIQUOR,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0019261,5120 SAVIERS RD OXNARD  CA 93033,805-488-1216,11/07/2018
DULCERIA DON CHON,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037650,246 W 6TH ST OXNARD  CA 93030,805-415-7513,02/13/2019
DULCERIA LA COLMENA,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0034975,2001 WILLIAMS DR OXNARD  CA 93036,805-988-6585,11/29/2018
DULCERIA LA COLMENA,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0034974,2001 WILLIAMS DR OXNARD  CA 93036,805-988-6585,11/29/2018
DW'S HOT DOGS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0028959,921 RICHMOND AVE OXNARD  CA 93030,805-659-4892,01/15/2019
E.O. GREEN SCHOOL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002198,3739 S C ST OXNARD  CA 93030,,02/06/2019
EFRAIN PRODUCE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0027627,1238 E STROUBE ST OXNARD  CA 93036,805-643-0040,09/17/2018
EFRAIN'S PRODUCE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0028587,4000 S ROSE AVE OXNARD  CA 93033,,04/29/2018
EL 30 MARISCOS,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0056754,606 N VENTURA RD OXNARD  CA 93030,805-330-3029,03/19/2019
EL 30 MARISCOS,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0056753,606 N VENTURA RD OXNARD  CA 93030,805-330-3029,03/19/2019
EL BURRITO LOCO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002506,1114 S C ST OXNARD  CA 93033,805-486-4585,01/08/2019
EL CHAVOCHO RESTAURANT,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030657,921 RICHMOND AVE OXNARD  CA 93030,805-486-0253,03/20/2019
EL CHILITO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021417,733 S OXNARD BLVD OXNARD  CA 93030,,10/22/2018
EL DORADO MEXICAN RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0064915,N/A,N/A,Inspection Not Done
EL DORADO MEXICAN RESTAURANT,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0064914,N/A,N/A,Inspection Not Done
EL FORTIN #3,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0058406,5014 S SAVIERS RD OXNARD  CA 93033-7642,805-986-3727,10/24/2018
EL FORTIN #3,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0058405,5014 S SAVIERS RD OXNARD  CA 93033-7642,805-986-3727,10/24/2018
EL MATADOR MEAT MARKET #1,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0027002,3801 SAVIERS RD OXNARD  CA 93030,805-483-8884,01/09/2019
EL MATADOR MEAT MARKET #1,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0027003,3801 SAVIERS RD OXNARD  CA 93030,805-483-8884,01/09/2019
EL MATADOR MEAT MARKET #2,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0029268,4220 SAVIERS RD OXNARD  CA 93033,805-488-6593,08/16/2018
EL MATADOR MEAT MARKET #2,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0029269,4220 SAVIERS RD OXNARD  CA 93033,805-488-6593,08/16/2018
EL PELICANO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035612,1664 S OXNARD BLVD OXNARD  CA 93030,805-409-6134,02/08/2019
EL POLLO LOCO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0020851,3155 SAVIERS RD OXNARD  CA 93033,805-385-9800,12/21/2018
EL POLLO LOCO #3401,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0003514,3750 W FIFTH ST OXNARD  CA 93035,805-382-9975,01/09/2019
EL POLLO LOCO #5898,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0000605,200 W VINEYARD AVE OXNARD  CA 93036,714-599-5000,02/06/2019
EL POLLO NORTENO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002965,1290 S OXNARD BLVD OXNARD  CA 93030,805-487-0094,02/05/2018
EL POLLO NORTENO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0001523,715 S OXNARD BLVD OXNARD  CA 93030,805-487-4571,10/23/2018
EL PORTAL MEXICAN RESTAURANT,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0020020,2311 N OXNARD BLVD OXNARD  CA 93036,805-485-5400,05/21/2018
EL PUNTO VERDE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035599,2550 E VINEYARD OXNARD  CA 93036,805-973-3478,02/05/2019
EL RINCONCITO OAXAQUENO,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0060361,609 COOPER RD OXNARD  CA 93030,805-663-7116,04/09/2018
EL RINCONCITO OAXAQUENO,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0060360,609 COOPER RD OXNARD  CA 93030,805-663-7116,04/09/2018
EL RIO CENTRAL MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0030427,2765 VINEYARD AVE OXNARD  CA 93036,805-981-0192,07/25/2018
EL RIO CENTRAL MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0030428,2765 VINEYARD AVE OXNARD  CA 93036,805-981-0192,07/25/2018
EL RIO LIQUOR,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0020420,2910 VINEYARD AVE OXNARD  CA 93030,805-988-1342,03/16/2018
EL RIO OXNARD MARKET,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033893,2585 E VINEYARD AVE OXNARD  CA 93035,805-919-9110,09/27/2018
EL RIO PRODUCE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0025259,3350 VINEYARD AVE OXNARD  CA 93036,805-276-0557,04/12/2018
EL RIO VINEYARD GAS & FOOD MARKET,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035180,2778 E VINEYARD AVE OXNARD  CA 93036,805-485-5955,04/30/2018
EL SUPER #46,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0050149,2800 SAVIERS RD OXNARD  CA 93033-4516,805-483-2431,11/02/2018
EL SUPER #46,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0060078,2800 SAVIERS RD OXNARD  CA 93033-4516,805-483-2431,11/02/2018
EL SUPER #46,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0060090,2800 SAVIERS RD OXNARD  CA 93033-4516,805-483-2431,11/02/2018
EL SUPER #46,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0050148,2800 SAVIERS RD OXNARD  CA 93033-4516,805-483-2431,11/02/2018
EL SUPER #46,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0050150,2800 SAVIERS RD OXNARD  CA 93033-4516,805-483-2431,11/02/2018
EL SUPER TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0001548,154 E 5TH ST OXNARD  CA 93030,805-483-9665,02/06/2019
EL SUPERCITO #2,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035934,1927 PATTERSON RD OXNARD  CA 93035,805-276-1228,11/08/2018
EL TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0024736,921 RICHMOND AVE OXNARD  CA 93030,805-279-2606,05/02/2018
EL TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0019017,921 RICHMOND AVE OXNARD  CA 93030,805-279-2606,04/12/2018
EL TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035431,1041 W WOOLEY RD OXNARD  CA 93030,805-279-2606,01/03/2019
EL TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036103,921 RICHMOND AVE OXNARD  CA 93030,805-890-5463,12/24/2018
EL TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0019241,921 RICHMOND AVE OXNARD  CA 93030,805-890-4270,10/16/2018
EL TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036102,921 RICHMOND AVE OXNARD  CA 93030,805-279-2606,07/09/2018
EL TACO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0021344,921 RICHMOND AVE OXNARD  CA 93030,805-279-2606,04/18/2018
EL TACO #2,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0025324,921 RICHMOND AVE OXNARD  CA 93030,805-890-5463,01/22/2019
EL TACO #2,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030365,921 RICHMOND AVE OXNARD  CA 93030,805-840-4270,01/24/2019
EL TACO #2,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033841,921 RICHMOND AVE OXNARD  CA 93030,805-760-6442,02/27/2019
EL TACO #2,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0029440,921 RICHMOND AVE OXNARD  CA 93030,805-760-6442,07/11/2018
EL TACO #2,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031789,921 RICHMOND AVE OXNARD  CA 93030,805-760-6442,09/19/2018
EL TACO 2,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0023352,921 RICHMOND AVE OXNARD  CA 93030,805-760-6442,06/29/2018
EL TACO CATERING SERVICE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0000740,5529 PERKINS RD OXNARD  CA 93033,805-487-4788,03/15/2017
EL TACO DE JEREZ,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0024759,2958 STURGIS RD OXNARD  CA 93030,805-248-8417,09/20/2018
EL TACO DE JEREZ,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033965,2958 STURGIS RD OXNARD  CA 93030,805-248-8417,03/18/2019
EL TACO DE JEREZ,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036504,2958 STURGIS RD OXNARD  CA 93030,805-248-8292,09/18/2018
EL TACO DE JEREZ,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0032863,2958 STURGIS RD OXNARD  CA 93030,805-248-8417,04/02/2019
EL TACO DE MEXICO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0032663,210 E 5TH ST OXNARD  CA 93030,805-486-6883,02/14/2019
EL TACO DE MEXICO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0001935,3101 SAVIERS RD OXNARD  CA 93030,805-483-1911,05/02/2018
EL TACO JR.,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0009102,921 RICHMOND AVE OXNARD  CA 93033,805-816-5408,11/13/2018
EL TACO JR.,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030386,921 RICHMOND AVE OXNARD  CA 93030,805-890-4270,01/22/2019
EL TACO RICO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035611,2958 STURGIS RD OXNARD  CA 93030,805-539-9310,10/16/2018
EL TAPATIO,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0003667,663 S OXNARD BLVD OXNARD  CA 93030,805-483-3811,01/29/2016
EL TENAMPA CANTINA,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035802,1325 S OXNARD BLVD OXNARD  CA 93030,805-394-6157,12/06/2018
EL TORO MEAT MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0043528,300 COOPER RD OXNARD  CA 93030,805-336-3815 9303,11/29/2018
EL TORO MEAT MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0043530,300 COOPER RD OXNARD  CA 93030,805-336-3815 9303,11/29/2018
EL TUCAN MEXICAN FOOD,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034934,2557 CORTEZ ST OXNARD  CA 93036,805-392-6520,01/23/2019
ELIDA'S CHURROS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0028586,4000 S ROSE AVE OXNARD  CA 93033,805-483-2362,04/29/2018
ELIDA'S CHURROS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004309,921 RICHMOND AVE OXNARD  CA 93033,805-483-2362,10/02/2018
ELIZABETH'S CUPCAKES,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0033998,1745 UKIAH ST OXNARD  CA 93035,805-452-1599,01/29/2019
ELK'S LODGE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0004709,801 S A ST OXNARD  CA 93030,,05/25/2018
ELK'S LODGE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0055680,801 S A ST OXNARD  CA 93030,,05/25/2018
ELK'S LODGE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0001494,801 S A ST OXNARD  CA 93030,,07/11/2018
ELM STREET ELEMENTARY SCHOOL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037651,450 E ELM ST OXNARD  CA 93033,805-385-1514,02/28/2019
EMBASSY SUITES,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0053975,2101 MANDALAY BEACH RD OXNARD  CA 93035,805-984-2500,02/04/2019
EMBASSY SUITES,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0052300,2101 MANDALAY BEACH RD OXNARD  CA 93035,805-984-2500,02/04/2019
EMBASSY SUITES,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0052301,2101 MANDALAY BEACH RD OXNARD  CA 93035,805-984-2500,02/04/2019
EMBASSY SUITES,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0050927,2101 MANDALAY BEACH RD OXNARD  CA 93035,805-984-2500,02/04/2019
EMC SEAFOOD & RAW BAR,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0062048,511 TOWN CENTER DR OXNARD  CA 93036,805-278-4997,03/11/2019
EMC SEAFOOD & RAW BAR,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0062047,511 TOWN CENTER DR OXNARD  CA 93036,805-278-4997,03/27/2019
EMILIE RITCHEN ELEM. SCHOOL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002470,2200 CABRILLO WY OXNARD  CA 93030,805-981-9428,01/29/2019
EPIC SPREADS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035059,3350 HARBOR BLVD OXNARD  CA 93035,805-218-0053,02/11/2018
ESCABECHE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035863,2557 CORTEZ ST OXNARD  CA 93006,970-593-8571,02/26/2019
ESCOBAR'S FUNNEL CAKES,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030919,620 DELPHINIUM PKY OXNARD  CA 93036,,07/04/2018
ESMERALDA'S DELIGHTS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0030962,607 N M ST OXNARD  CA 93030,805-443-4214,12/28/2018
ESPERANZA GARCIA PRODUCE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036054,553 ORANGE DR OXNARD  CA 93036,805-276-0557,05/03/2018
ESPINOSA FARM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036998,702 CORSICANA DR OXNARD  CA 93036,559-270-3952,12/27/2018
ESSENTIAL WELLNESS & SUPPLEMENTS,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0035279,2381 N OXNARD BLVD OXNARD  CA 93036,805-485-7100,11/20/2018
ESTILO DE VIDA SALUDABLE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0027208,2154 SAVIERS RD OXNARD  CA 93033,805-208-4063,01/29/2019
EXPRESS LIQUOR,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0001700,110 MAGNOLIA AVE OXNARD  CA 93030,805-487-0978,11/26/2018
EXPRESS MINI MART,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0002131,400 W PLEASANT VALLEY RD OXNARD  CA 93033,805-986-0244,10/31/2018
EXTREME ICE CREAM,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031980,1664 S OXNARD BLVD OXNARD  CA 93030,805-205-0340,08/01/2018
EZ MART,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0003452,344 S OXNARD BLVD OXNARD  CA 93030,805-385-5611,04/13/2018
FARM & FLAME,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034987,2557 CORTEZ ST OXNARD  CA 93031,310-938-4751,04/02/2019
FARM & FLAME,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036286,2557 CORTEZ ST OXNARD  CA 93030,210-323-9502,11/29/2018
FIERRO'S MEAT MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0005060,1355 S C ST OXNARD  CA 93030,805-483-4815,11/30/2018
FIERRO'S MEAT MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0001421,1355 S C ST OXNARD  CA 93030,805-483-4815,11/30/2018
FIERRO'S MEAT MARKET,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0005195,1355 S C ST OXNARD  CA 93030,805-483-4815,11/30/2018
FIESTA COCINA,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0064483,N/A,N/A,Inspection Not Done
FIESTA COCINA,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0062412,165 N HAYES ST OXNARD  CA 93030,805-483-5621,12/03/2018
FIESTA MARKET & LIQUOR,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004745,1637 S OXNARD BLVD OXNARD  CA 93030,805-486-7566,03/28/2019
FIESTA MEXICAN GRILL,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0036812,1635 S OXNARD BLVD OXNARD  CA 93030,805-487-4300,03/28/2019
FIGUEROA PRODUCE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0023353,2725 VENTURA BLVD OXNARD  CA 93036,805-263-5586,06/29/2018
FISHERMAN'S HOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0005064,2810 S HARBOR BLVD OXNARD  CA 93035,805-984-3443,02/26/2019
FISHERMAN'S HOUSE,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0001547,2810 S HARBOR BLVD OXNARD  CA 93035,805-984-3443,02/26/2019
FISHERMAN'S SUSHI,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0010158,2810 S HARBOR BLVD OXNARD  CA 93035,805-985-3306,03/12/2019
FISHERMEN'S CATCH,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0024011,1185 S VICTORIA AVE OXNARD  CA 93035,805-985-6200,12/17/2018
FIVE BELOW,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0037206,441 W ESPLANADE DR OXNARD  CA 93030,805-278-8798,08/23/2018
FIVE GUYS BURGERS & FRIES,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031019,2730 PORTICO WY OXNARD  CA 93036,805-988-5022,01/07/2019
FOOD 4 LESS STORE #335,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0059178,250 W ESPLANADE DR OXNARD  CA 90036,805-288-8686,03/27/2018
FOOD 4 LESS STORE #335,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0059177,250 W ESPLANADE DR OXNARD  CA 90036,805-288-8686,04/09/2018
FOOD 4 LESS STORE #335,http://www.decadeonline.com/insp.phtml?agency=VEN&record_id=PR0059179,250 W ESPLANADE DR OXNARD  CA 90036,805-288-8686,04/09/2018
FOOD DELIGHT CATERING,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0031501,921 RICHMOND AVE OXNARD  CA 93030,805-760-3728,07/30/2018
FOOD DELIGHT CATERING,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004389,921 RICHMOND AVE OXNARD  CA 93030,805-486-9853,05/22/2018
FOOD DELIGHT CATERING #1,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0004161,921 RICHMOND AVE OXNARD  CA 93030,805-486-8010,03/29/2019
FOOD SHARE,http://www.decadeonline.com/fac.phtml?agency=VEN&facid=FA0034183,2557 CORTEZ ST OXNARD  CA 93036,805-983-7100,05/31/2018
